Date,Temperature,Precipitation,Humidity,Visibility,WindSpeed
2017-01-11 00:00:00,10.555555555555555,0.0,66.0,10.0,16.09
2017-01-11 01:00:00,9.722222222222221,0.0,62.0,9.969999999999999,12.872
2017-01-11 02:00:00,6.666666666666667,0.0,71.0,10.0,0.0
2017-01-11 03:00:00,5.555555555555555,0.0,76.0,10.0,8.045
2017-01-11 04:00:00,5.555555555555555,0.0,76.0,9.969999999999999,8.045
2017-01-11 05:00:00,3.888888888888889,0.0,82.0,10.0,0.0
2017-01-11 06:00:00,3.3333333333333335,0.0,86.0,10.0,0.0
2017-01-11 07:00:00,3.555555555555556,0.0,86.0,9.788,2.5744
2017-01-11 08:00:00,4.166666666666667,0.0,87.5,7.5,2.4135
2017-01-11 09:00:00,6.851851851851852,0.0,89.0,2.5833333333333335,3.486166666666667
2017-01-11 10:00:00,6.111111111111111,13.97,94.0,7.7425,13.6765
2017-01-11 11:00:00,12.222222222222221,27.94,93.5,1.0833333333333333,4.290666666666667
2017-01-11 12:00:00,12.268518518518519,48.26,94.33333333333333,1.96875,15.151416666666664
2017-01-11 13:00:00,12.962962962962964,10.16,94.5,4.165,13.408333333333331
2017-01-11 14:00:00,14.761904761904763,7.62,93.28571428571429,5.571428571428571,19.078142857142854
2017-01-11 15:00:00,17.037037037037035,3.81,83.0,10.0,24.135
2017-01-11 16:00:00,17.63888888888889,0.0,78.75,9.985,27.755250000000004
2017-01-11 17:00:00,17.77777777777778,0.0,76.5,10.0,26.548499999999997
2017-01-11 18:00:00,17.77777777777778,0.0,74.0,10.0,25.744
2017-01-11 19:00:00,18.055555555555557,0.0,71.5,9.969999999999999,30.570999999999998
2017-01-11 20:00:00,18.333333333333332,0.0,68.0,10.0,27.353
2017-01-11 21:00:00,18.333333333333332,0.0,70.0,10.0,35.397999999999996
2017-01-11 22:00:00,18.61111111111111,0.0,69.0,9.969999999999999,30.570999999999998
2017-01-11 23:00:00,18.88888888888889,0.0,70.0,10.0,28.962
2017-01-12 00:00:00,18.88888888888889,0.0,70.0,10.0,24.134999999999998
2017-01-12 01:00:00,18.88888888888889,0.0,70.0,9.969999999999999,30.570999999999998
2017-01-12 02:00:00,18.88888888888889,0.0,70.0,10.0,32.18
2017-01-12 03:00:00,20.0,0.0,65.0,10.0,35.397999999999996
2017-01-12 04:00:00,19.72222222222222,0.0,66.5,9.969999999999999,35.397999999999996
2017-01-12 05:00:00,18.88888888888889,0.0,73.0,10.0,25.744
2017-01-12 06:00:00,18.88888888888889,0.0,73.0,10.0,28.962
